315|3.138564
316|3.138574
317|3.138584
318|3.138593
319|3.138602
320|3.138612
321|3.138621
322|3.138630
323|3.138639
324|3.138649
325|3.138658
326|3.138667
327|3.138675
328|3.138684
329|3.138693
330|3.138702
331|3.138711
332|3.138719
333|3.138728
334|3.138737
335|3.138745
336|3.138754
337|3.138762
338|3.138770
339|3.138779
340|3.138787
341|3.138795
342|3.138803
343|3.138811
344|3.138820
345|3.138828
346|3.138836
347|3.138843
348|3.138851
349|3.138859
350|3.138867
351|3.138875
352|3.138882
353|3.138890
354|3.138898
355|3.138905
356|3.138913
357|3.138920
358|3.138928
359|3.138935
360|3.138943
361|3.138950
362|3.138957
363|3.138965
364|3.138972
365|3.138979
366|3.138986
367|3.138993
368|3.139000
369|3.139007
370|3.139014
371|3.139021
372|3.139028
373|3.139035
374|3.139042
375|3.139049
376|3.139055
377|3.139062
378|3.139069
379|3.139075
380|3.139082
381|3.139089
382|3.139095
383|3.139102
384|3.139108
385|3.139115
386|3.139121
387|3.139127
388|3.139134
389|3.139140
390|3.139146
391|3.139153
392|3.139159
393|3.139165
394|3.139171
395|3.139177
396|3.139183
397|3.139189
398|3.139195
399|3.139201
400|3.139207
401|3.139213
402|3.139219
403|3.139225
404|3.139231
405|3.139237
406|3.139243
407|3.139248
408|3.139254
409|3.139260
410|3.139266
411|3.139271
412|3.139277
413|3.139282
414|3.139288
415|3.139294
416|3.139299
417|3.139305
418|3.139310
419|3.139315
420|3.139321
421|3.139326
422|3.139332
423|3.139337
424|3.139342
425|3.139348
426|3.139353
427|3.139358
428|3.139363
429|3.139369
430|3.139374
431|3.139379
432|3.139384
433|3.139389
434|3.139394
435|3.139399
436|3.139404
437|3.139409
438|3.139414
439|3.139419
440|3.139424
441|3.139429
442|3.139434
443|3.139439
444|3.139444
445|3.139448
446|3.139453
447|3.139458
448|3.139463
449|3.139468
450|3.139472
451|3.139477
452|3.139482
453|3.139486
454|3.139491
455|3.139496
456|3.139500
457|3.139505
458|3.139509
459|3.139514
460|3.139518
461|3.139523
462|3.139527
463|3.139532
464|3.139536
465|3.139541
466|3.139545
467|3.139549
468|3.139554
469|3.139558
470|3.139562
471|3.139567
472|3.139571
473|3.139575
474|3.139580
475|3.139584
476|3.139588
477|3.139592
478|3.139596
479|3.139601
480|3.139605
481|3.139609
482|3.139613
483|3.139617
484|3.139621
485|3.139625
486|3.139629
487|3.139633
488|3.139637
489|3.139641
490|3.139645
491|3.139649
492|3.139653
493|3.139657
494|3.139661
495|3.139665
496|3.139669
497|3.139673
498|3.139676
499|3.139680
500|3.139684
501|3.139688
502|3.139692
503|3.139695
504|3.139699
505|3.139703
506|3.139707
507|3.139710
508|3.139714
509|3.139718
510|3.139722
511|3.139725
512|3.139729
513|3.139732
514|3.139736
515|3.139740
516|3.139743
517|3.139747
518|3.139750
519|3.139754
520|3.139757
521|3.139761
522|3.139765
523|3.139768
524|3.139771
525|3.139775
526|3.139778
527|3.139782
528|3.139785
529|3.139789
530|3.139792
531|3.139795
532|3.139799
533|3.139802
534|3.139806
535|3.139809
536|3.139812
537|3.139816
538|3.139819
539|3.139822
540|3.139825
541|3.139829
542|3.139832
543|3.139835
544|3.139838
545|3.139842
546|3.139845
547|3.139848
548|3.139851
549|3.139854
550|3.139858
551|3.139861
552|3.139864
553|3.139867
554|3.139870
555|3.139873
556|3.139876
557|3.139879
558|3.139882
559|3.139885
560|3.139888
561|3.139892
562|3.139895
563|3.139898
564|3.139901
565|3.139904
566|3.139907
567|3.139910
568|3.139912
569|3.139915
570|3.139918
571|3.139921
572|3.139924
573|3.139927
574|3.139930
575|3.139933
576|3.139936
577|3.139939
578|3.139942
579|3.139944
580|3.139947
581|3.139950
582|3.139953
583|3.139956
584|3.139958
585|3.139961
586|3.139964
587|3.139967
588|3.139970
589|3.139972
590|3.139975
591|3.139978
592|3.139981
593|3.139983
594|3.139986
595|3.139989
596|3.139991
597|3.139994
598|3.139997
599|3.139999
600|3.140002
601|3.140005
602|3.140007
603|3.140010
604|3.140013
605|3.140015
606|3.140018
607|3.140020
608|3.140023
609|3.140026
610|3.140028
611|3.140031
612|3.140033
613|3.140036
614|3.140038
615|3.140041
616|3.140043
617|3.140046
618|3.140048
619|3.140051
620|3.140053
621|3.140056
622|3.140058
623|3.140061
624|3.140063
625|3.140066
626|3.140068
627|3.140070
628|3.140073
629|3.140075
630|3.140078
631|3.140080
632|3.140083
633|3.140085
634|3.140087
635|3.140090
636|3.140092
637|3.140094
638|3.140097
639|3.140099
640|3.140101
641|3.140104
642|3.140106
643|3.140108
644|3.140111
645|3.140113
646|3.140115
647|3.140118
648|3.140120
649|3.140122
650|3.140124
651|3.140127
652|3.140129
653|3.140131
654|3.140133
655|3.140136
656|3.140138
657|3.140140
658|3.140142
659|3.140144
660|3.140147
661|3.140149
662|3.140151
663|3.140153
664|3.140155
665|3.140157
666|3.140160
667|3.140162
668|3.140164
669|3.140166
670|3.140168
671|3.140170
672|3.140172
673|3.140174
674|3.140177
675|3.140179
676|3.140181
677|3.140183
678|3.140185
679|3.140187
680|3.140189
681|3.140191
682|3.140193
683|3.140195
684|3.140197
685|3.140199
686|3.140201
687|3.140203
688|3.140205
689|3.140207
690|3.140209
691|3.140211
692|3.140213
693|3.140215
694|3.140217
695|3.140219
696|3.140221
697|3.140223
698|3.140225
699|3.140227
700|3.140229
701|3.140231
702|3.140233
703|3.140235
704|3.140237
705|3.140239
706|3.140241
707|3.140243
708|3.140245
709|3.140246
710|3.140248
711|3.140250
712|3.140252
713|3.140254
714|3.140256
715|3.140258
716|3.140260
717|3.140261
718|3.140263
719|3.140265
720|3.140267
721|3.140269
722|3.140271
723|3.140273
724|3.140274
725|3.140276
726|3.140278
727|3.140280
728|3.140282
729|3.140283
730|3.140285
731|3.140287
732|3.140289
733|3.140291
734|3.140292
735|3.140294
736|3.140296
737|3.140298
738|3.140299
739|3.140301
740|3.140303
741|3.140305
742|3.140306
743|3.140308
744|3.140310
745|3.140311
746|3.140313
747|3.140315
748|3.140317
749|3.140318
750|3.140320
751|3.140322
752|3.140323
753|3.140325
754|3.140327
755|3.140328
756|3.140330
757|3.140332
758|3.140333
759|3.140335
760|3.140337
761|3.140338
762|3.140340
763|3.140342
764|3.140343
765|3.140345
766|3.140347
767|3.140348
768|3.140350
769|3.140351
770|3.140353
771|3.140355
772|3.140356
773|3.140358
774|3.140359
775|3.140361
776|3.140363
777|3.140364
778|3.140366
779|3.140367
780|3.140369
781|3.140370
782|3.140372
783|3.140374
784|3.140375
785|3.140377
786|3.140378
787|3.140380
788|3.140381
789|3.140383
790|3.140384
791|3.140386
792|3.140387
793|3.140389
794|3.140390
795|3.140392
796|3.140394
797|3.140395
798|3.140397
799|3.140398
800|3.140400
801|3.140401
802|3.140402
803|3.140404
804|3.140405
805|3.140407
806|3.140408
807|3.140410
808|3.140411
809|3.140413
810|3.140414
811|3.140416
812|3.140417
813|3.140419
814|3.140420
815|3.140421
816|3.140423
817|3.140424
818|3.140426
819|3.140427
820|3.140429
821|3.140430
822|3.140431
823|3.140433
824|3.140434
825|3.140436
826|3.140437
827|3.140438
828|3.140440
829|3.140441
830|3.140443
831|3.140444
832|3.140445
833|3.140447
834|3.140448
835|3.140450
836|3.140451
837|3.140452
838|3.140454
839|3.140455
840|3.140456
841|3.140458
842|3.140459
843|3.140460
844|3.140462
845|3.140463
846|3.140464
847|3.140466
848|3.140467
849|3.140468
850|3.140470
851|3.140471
852|3.140472
853|3.140474
854|3.140475
855|3.140476
856|3.140478
857|3.140479
858|3.140480
859|3.140481
860|3.140483
861|3.140484
862|3.140485
863|3.140487
864|3.140488
865|3.140489
866|3.140490
867|3.140492
868|3.140493
869|3.140494
870|3.140495
871|3.140497
872|3.140498
873|3.140499
874|3.140500
875|3.140502
876|3.140503
877|3.140504
878|3.140505
879|3.140507
880|3.140508
881|3.140509
882|3.140510
883|3.140512
884|3.140513
885|3.140514
886|3.140515
887|3.140516
888|3.140518
889|3.140519
890|3.140520
891|3.140521
892|3.140523
893|3.140524
894|3.140525
895|3.140526
896|3.140527
897|3.140528
898|3.140530
899|3.140531
900|3.140532
901|3.140533
902|3.140534
903|3.140536
904|3.140537
905|3.140538
906|3.140539
907|3.140540
908|3.140541
909|3.140543
910|3.140544
911|3.140545
912|3.140546
913|3.140547
914|3.140548
915|3.140549
916|3.140551
917|3.140552
918|3.140553
919|3.140554
920|3.140555
921|3.140556
922|3.140557
923|3.140558
924|3.140560
925|3.140561
926|3.140562
927|3.140563
928|3.140564
929|3.140565
930|3.140566
931|3.140567
932|3.140568
933|3.140570
934|3.140571
935|3.140572
936|3.140573
937|3.140574
938|3.140575
939|3.140576
940|3.140577
941|3.140578
942|3.140579
943|3.140580
944|3.140581
945|3.140583
946|3.140584
947|3.140585
948|3.140586
949|3.140587
950|3.140588
951|3.140589
952|3.140590
953|3.140591
954|3.140592
955|3.140593
956|3.140594
957|3.140595
958|3.140596
959|3.140597
960|3.140598
961|3.140599
962|3.140600
963|3.140601
964|3.140602
965|3.140603
966|3.140604
967|3.140605
968|3.140607
969|3.140608
970|3.140609
971|3.140610
972|3.140611
973|3.140612
974|3.140613
975|3.140614
976|3.140615
977|3.140616
978|3.140617
979|3.140618
980|3.140619
981|3.140620
982|3.140621
983|3.140622
984|3.140623
985|3.140624
986|3.140625
987|3.140625
988|3.140626
989|3.140627
990|3.140628
991|3.140629
992|3.140630
993|3.140631
994|3.140632
995|3.140633
996|3.140634
997|3.140635
998|3.140636
999|3.140637
1000|3.140638
Checking for analytic solution.
No analytic solution.
