1|2.449490
2|2.738613
3|2.857738
4|2.922613
5|2.963388
6|2.991376
7|3.011774
8|3.027298
9|3.039508
10|3.049362
11|3.057482
12|3.064288
13|3.070075
14|3.075057
15|3.079390
16|3.083193
17|3.086558
18|3.089556
19|3.092245
20|3.094670
21|3.096867
22|3.098868
23|3.100697
24|3.102377
25|3.103923
26|3.105353
27|3.106678
28|3.107909
29|3.109057
30|3.110129
31|3.111132
32|3.112074
33|3.112959
34|3.113792
35|3.114579
36|3.115322
37|3.116025
38|3.116692
39|3.117325
40|3.117926
41|3.118499
42|3.119044
43|3.119564
44|3.120061
45|3.120535
46|3.120990
47|3.121425
48|3.121842
49|3.122242
50|3.122627
51|3.122996
52|3.123351
53|3.123693
54|3.124022
55|3.124340
56|3.124646
57|3.124941
58|3.125227
59|3.125503
60|3.125769
61|3.126027
62|3.126277
63|3.126519
64|3.126753
65|3.126980
66|3.127200
67|3.127414
68|3.127621
69|3.127823
70|3.128018
71|3.128209
72|3.128394
73|3.128574
74|3.128749
75|3.128919
76|3.129085
77|3.129247
78|3.129404
79|3.129558
80|3.129708
81|3.129854
82|3.129996
83|3.130136
84|3.130271
85|3.130404
86|3.130534
87|3.130660
88|3.130784
89|3.130905
90|3.131023
91|3.131139
92|3.131252
93|3.131363
94|3.131471
95|3.131578
96|3.131681
97|3.131783
98|3.131883
99|3.131981
100|3.132077
101|3.132170
102|3.132262
103|3.132353
104|3.132441
105|3.132528
106|3.132613
107|3.132697
108|3.132779
109|3.132860
110|3.132939
111|3.133017
112|3.133093
113|3.133168
114|3.133242
115|3.133314
116|3.133385
117|3.133455
118|3.133524
119|3.133591
120|3.133658
121|3.133723
122|3.133788
123|3.133851
124|3.133913
125|3.133974
126|3.134035
127|3.134094
128|3.134153
129|3.134210
130|3.134267
131|3.134322
132|3.134377
133|3.134431
134|3.134485
135|3.134537
136|3.134589
137|3.134640
138|3.134690
139|3.134740
140|3.134789
141|3.134837
142|3.134884
143|3.134931
144|3.134977
145|3.135023
146|3.135068
147|3.135112
148|3.135156
149|3.135199
150|3.135241
151|3.135283
152|3.135325
153|3.135365
154|3.135406
155|3.135446
156|3.135485
157|3.135524
158|3.135562
159|3.135600
160|3.135637
161|3.135674
162|3.135711
163|3.135747
164|3.135782
165|3.135817
166|3.135852
167|3.135886
168|3.135920
169|3.135954
170|3.135987
171|3.136020
172|3.136052
173|3.136084
174|3.136116
175|3.136147
176|3.136178
177|3.136208
178|3.136238
179|3.136268
180|3.136298
181|3.136327
182|3.136356
183|3.136384
184|3.136413
185|3.136441
186|3.136468
187|3.136496
188|3.136523
189|3.136549
190|3.136576
191|3.136602
192|3.136628
193|3.136654
194|3.136679
195|3.136704
196|3.136729
197|3.136754
198|3.136778
199|3.136802
200|3.136826
201|3.136850
202|3.136873
203|3.136897
204|3.136920
205|3.136942
206|3.136965
207|3.136987
208|3.137009
209|3.137031
210|3.137053
211|3.137074
212|3.137096
213|3.137117
214|3.137138
215|3.137158
216|3.137179
217|3.137199
218|3.137219
219|3.137239
220|3.137259
221|3.137279
222|3.137298
223|3.137317
224|3.137336
225|3.137355
226|3.137374
227|3.137392
228|3.137411
229|3.137429
230|3.137447
231|3.137465
232|3.137483
233|3.137500
234|3.137518
235|3.137535
236|3.137552
237|3.137569
238|3.137586
239|3.137603
240|3.137620
241|3.137636
242|3.137652
243|3.137669
244|3.137685
245|3.137701
246|3.137716
247|3.137732
248|3.137748
249|3.137763
250|3.137778
251|3.137793
252|3.137808
253|3.137823
254|3.137838
255|3.137853
256|3.137868
257|3.137882
258|3.137896
259|3.137911
260|3.137925
261|3.137939
262|3.137953
263|3.137967
264|3.137980
265|3.137994
266|3.138007
267|3.138021
268|3.138034
269|3.138047
270|3.138060
271|3.138073
272|3.138086
273|3.138099
274|3.138112
275|3.138125
276|3.138137
277|3.138150
278|3.138162
279|3.138174
280|3.138186
281|3.138199
282|3.138211
283|3.138222
284|3.138234
285|3.138246
286|3.138258
287|3.138269
288|3.138281
289|3.138292
290|3.138304
291|3.138315
292|3.138326
293|3.138337
294|3.138348
295|3.138359
296|3.138370
297|3.138381
298|3.138392
299|3.138403
300|3.138413
301|3.138424
302|3.138434
303|3.138445
304|3.138455
305|3.138465
306|3.138476
307|3.138486
308|3.138496
309|3.138506
310|3.138516
311|3.138526
312|3.138535
313|3.138545
314|3.138555
